id,title,scan_url,card_type_id,card_rarity_id,card_set_id,type_id,card_number,set_raw,card_type_raw,pokemon_type_raw,rarity_raw
3161,Vigoroth,NULL,0,0,0,0,41,"Power Keepers","Pokémon - Stage 1",Colorless,Uncommon
3162,Aron,NULL,0,0,0,0,42,"Power Keepers","Pokémon - Basic",Metal,Common
3163,Bagon,NULL,0,0,0,0,43,"Power Keepers","Pokémon - Basic",Colorless,Common
3164,Baltoy,NULL,0,0,0,0,44,"Power Keepers","Pokémon - Basic",Psychic,Common
3165,Beldum,NULL,0,0,0,0,45,"Power Keepers","Pokémon - Basic",Metal,Common
3166,Cacnea,NULL,0,0,0,0,46,"Power Keepers","Pokémon - Basic",Grass,Common
3167,Carvanha,NULL,0,0,0,0,47,"Power Keepers","Pokémon - Basic",Darkness,Common
3168,Charmander,NULL,0,0,0,0,48,"Power Keepers","Pokémon - Basic",Fire,Common
3169,Chinchou,NULL,0,0,0,0,49,"Power Keepers","Pokémon - Basic",Lightning,Common
3170,Duskull,NULL,0,0,0,0,50,"Power Keepers","Pokémon - Basic",Psychic,Common
3171,Kabuto,NULL,0,0,0,0,51,"Power Keepers","Pokémon - Stage 1",Fighting,Common
3172,Lileep,NULL,0,0,0,0,52,"Power Keepers","Pokémon - Stage 1",Grass,Common
3173,Machop,NULL,0,0,0,0,53,"Power Keepers","Pokémon - Basic",Fighting,Common
3174,Magnemite,NULL,0,0,0,0,54,"Power Keepers","Pokémon - Basic",Lightning,Common
3175,Meditite,NULL,0,0,0,0,55,"Power Keepers","Pokémon - Basic",Fighting,Common
3176,Omanyte,NULL,0,0,0,0,56,"Power Keepers","Pokémon - Stage 1",Water,Common
3177,Pikachu,NULL,0,0,0,0,57,"Power Keepers","Pokémon - Basic",Lightning,Common
3178,Poochyena,NULL,0,0,0,0,58,"Power Keepers","Pokémon - Basic",Darkness,Common
3179,Ralts,NULL,0,0,0,0,59,"Power Keepers","Pokémon - Basic",Psychic,Common
3180,Seedot,NULL,0,0,0,0,60,"Power Keepers","Pokémon - Basic",Grass,Common
3181,Shuppet,NULL,0,0,0,0,61,"Power Keepers","Pokémon - Basic",Psychic,Common
3182,Skitty,NULL,0,0,0,0,62,"Power Keepers","Pokémon - Basic",Colorless,Common
3183,Slakoth,NULL,0,0,0,0,63,"Power Keepers","Pokémon - Basic",Colorless,Common
3184,Snorunt,NULL,0,0,0,0,64,"Power Keepers","Pokémon - Basic",Water,Common
3185,Spheal,NULL,0,0,0,0,65,"Power Keepers","Pokémon - Basic",Water,Common
3186,Swablu,NULL,0,0,0,0,66,"Power Keepers","Pokémon - Basic",Colorless,Common
3187,Torchic,NULL,0,0,0,0,67,"Power Keepers","Pokémon - Basic",Fire,Common
3188,Trapinch,NULL,0,0,0,0,68,"Power Keepers","Pokémon - Basic",Fighting,Common
3189,Vulpix,NULL,0,0,0,0,69,"Power Keepers","Pokémon - Basic",Fire,Common
3190,Wynaut,NULL,0,0,0,0,70,"Power Keepers","Pokémon - Basic",Psychic,Common
3191,"Battle Frontier",NULL,0,0,0,0,71,"Power Keepers","Trainer - Stadium",n/a,Uncommon
3192,"Drake\'s Stadium",NULL,0,0,0,0,72,"Power Keepers","Trainer - Stadium",n/a,Uncommon
3193,"Energy Recycle System",NULL,0,0,0,0,73,"Power Keepers",Trainer,n/a,Uncommon
3194,"Energy Removal 2",NULL,0,0,0,0,74,"Power Keepers",Trainer,n/a,Uncommon
3195,"Energy Switch",NULL,0,0,0,0,75,"Power Keepers",Trainer,n/a,Uncommon
3196,"Glacia\'s Stadium",NULL,0,0,0,0,76,"Power Keepers","Trainer - Stadium",n/a,Uncommon
3197,"Great Ball",NULL,0,0,0,0,77,"Power Keepers",Trainer,n/a,Uncommon
3198,"Master Ball",NULL,0,0,0,0,78,"Power Keepers",Trainer,n/a,Uncommon
3199,"Phoebe\'s Stadium",NULL,0,0,0,0,79,"Power Keepers","Trainer - Stadium",n/a,Uncommon
3200,"Professor Birch",NULL,0,0,0,0,80,"Power Keepers","Trainer - Supporter",n/a,Uncommon
3201,Scott,NULL,0,0,0,0,81,"Power Keepers","Trainer - Supporter",n/a,Uncommon
3202,"Sidney\'s Stadium",NULL,0,0,0,0,82,"Power Keepers","Trainer - Stadium",n/a,Uncommon
3203,"Steven\'s Advice",NULL,0,0,0,0,83,"Power Keepers","Trainer - Supporter",n/a,Uncommon
3204,"Claw Fossil",NULL,0,0,0,0,84,"Power Keepers",Trainer,n/a,Uncommon
3205,"Mysterious Fossil",NULL,0,0,0,0,85,"Power Keepers",Trainer,n/a,Common
3206,"Root Fossil",NULL,0,0,0,0,86,"Power Keepers",Trainer,n/a,Common
3207,"Darkness Energy",NULL,0,0,0,0,87,"Power Keepers","Energy - Special Energy",n/a,Rare
3208,"Metal Energy",NULL,0,0,0,0,88,"Power Keepers","Energy - Special Energy",n/a,Rare
3209,"Multi Energy",NULL,0,0,0,0,89,"Power Keepers","Energy - Special Energy",n/a,Rare
3210,"Cyclone Energy",NULL,0,0,0,0,90,"Power Keepers","Energy - Special Energy",n/a,Uncommon
3211,"Warp Energy",NULL,0,0,0,0,91,"Power Keepers","Energy - Special Energy",n/a,Uncommon
3212,"Absol ex",NULL,0,0,0,0,92,"Power Keepers","Pokémon - Basic",Darkness,"Ultra Rare"
3213,"Claydol ex",NULL,0,0,0,0,93,"Power Keepers","Pokémon - Stage 1",Psychic,"Ultra Rare"
3214,"Flygon ex",NULL,0,0,0,0,94,"Power Keepers","Pokémon - Stage 2",Colorless,"Ultra Rare"
3215,"Metagross ex",NULL,0,0,0,0,95,"Power Keepers","Pokémon - Stage 2",Metal,"Ultra Rare"
3216,"Salamence ex",NULL,0,0,0,0,96,"Power Keepers","Pokémon - Stage 2",Colorless,"Ultra Rare"
3217,"Shiftry ex",NULL,0,0,0,0,97,"Power Keepers","Pokémon - Stage 2",Darkness,"Rare Holo"
3218,"Skarmory ex",NULL,0,0,0,0,98,"Power Keepers","Pokémon - Basic",Metal,"Ultra Rare"
3219,"Walrein ex",NULL,0,0,0,0,99,"Power Keepers","Pokémon - Stage 2",Water,"Ultra Rare"
3220,"Flareon Star",NULL,0,0,0,0,100,"Power Keepers","Pokémon - Basic",Fire,"Ultra Rare"
3221,"Jolteon Star",NULL,0,0,0,0,101,"Power Keepers","Pokémon - Basic",Lightning,"Ultra Rare"
3222,"Vaporeon Star",NULL,0,0,0,0,102,"Power Keepers","Pokémon - Basic",Water,"Ultra Rare"
3223,"Grass Energy",NULL,0,0,0,0,103,"Power Keepers","Energy - Basic Energy",n/a,Rare
3224,"Fire Energy",NULL,0,0,0,0,104,"Power Keepers","Energy - Basic Energy",n/a,Rare
3225,"Water Energy",NULL,0,0,0,0,105,"Power Keepers","Energy - Basic Energy",n/a,Rare
3226,"Lightning Energy",NULL,0,0,0,0,106,"Power Keepers","Energy - Basic Energy",n/a,"Rare Holo"
3227,"Psychic Energy",NULL,0,0,0,0,107,"Power Keepers","Energy - Basic Energy",n/a,Rare
3228,Turtwig,NULL,0,0,0,0,1,"Diamond &amp; Pearl Promos","Pokémon - Basic",Grass,Promo
3229,Chimchar,NULL,0,0,0,0,2,"Diamond &amp; Pearl Promos","Pokémon - Basic",Fire,Promo
3230,Piplup,NULL,0,0,0,0,3,"Diamond &amp; Pearl Promos","Pokémon - Basic",Water,Promo
3231,Pachirisu,NULL,0,0,0,0,4,"Diamond &amp; Pearl Promos","Pokémon - Basic",Lightning,Promo
3232,"Tropical Wind",NULL,0,0,0,0,5,"Diamond &amp; Pearl Promos",Trainer,n/a,Promo
3233,Buneary,NULL,0,0,0,0,6,"Diamond &amp; Pearl Promos","Pokémon - Basic",Colorless,Promo
3234,Cranidos,NULL,0,0,0,0,7,"Diamond &amp; Pearl Promos","Pokémon - Stage 1",Fighting,Promo
3235,Shieldon,NULL,0,0,0,0,8,"Diamond &amp; Pearl Promos","Pokémon - Stage 1",Metal,Promo
3236,"Torterra LV.X",NULL,0,0,0,0,9,"Diamond &amp; Pearl Promos","Pokémon - Level-Up",Grass,Promo
3237,"Infernape LV.X",NULL,0,0,0,0,10,"Diamond &amp; Pearl Promos","Pokémon - Level-Up",Fire,Promo
3238,"Empoleon LV.X",NULL,0,0,0,0,11,"Diamond &amp; Pearl Promos","Pokémon - Level-Up",Water,Promo
3239,"Lucario LV.X",NULL,0,0,0,0,12,"Diamond &amp; Pearl Promos","Pokémon - Level-Up",Fighting,Promo
3240,Buizel,NULL,0,0,0,0,13,"Diamond &amp; Pearl Promos","Pokémon - Basic",Water,Promo
3241,Chatot,NULL,0,0,0,0,14,"Diamond &amp; Pearl Promos","Pokémon - Basic",Colorless,Promo
3242,Shinx,NULL,0,0,0,0,15,"Diamond &amp; Pearl Promos","Pokémon - Basic",Lightning,Promo
3243,Pikachu,NULL,0,0,0,0,16,"Diamond &amp; Pearl Promos","Pokémon - Basic",Lightning,Promo
3244,"Dialga LV.X",NULL,0,0,0,0,17,"Diamond &amp; Pearl Promos","Pokémon - Level-Up",Metal,Promo
3245,"Palkia LV.X",NULL,0,0,0,0,18,"Diamond &amp; Pearl Promos","Pokémon - Level-Up",Water,Promo
3246,"Darkrai LV.X",NULL,0,0,0,0,19,"Diamond &amp; Pearl Promos","Pokémon - Level-Up",Darkness,Promo
3247,Magmortar,NULL,0,0,0,0,20,"Diamond &amp; Pearl Promos","Pokémon - Stage 1",Fire,Promo
3248,Raichu,NULL,0,0,0,0,21,"Diamond &amp; Pearl Promos","Pokémon - Stage 1",Lightning,Promo
3249,"Mime Jr.",NULL,0,0,0,0,22,"Diamond &amp; Pearl Promos","Pokémon - Basic",Psychic,Promo
3250,Glameow,NULL,0,0,0,0,23,"Diamond &amp; Pearl Promos","Pokémon - Basic",Colorless,Promo
3251,Darkrai,NULL,0,0,0,0,24,"Diamond &amp; Pearl Promos","Pokémon - Basic",Darkness,Promo
3252,"Tropical Wind",NULL,0,0,0,0,25,"Diamond &amp; Pearl Promos",Trainer,n/a,Promo
3253,Dialga,NULL,0,0,0,0,26,"Diamond &amp; Pearl Promos","Pokémon - Basic",Metal,Promo
3254,Palkia,NULL,0,0,0,0,27,"Diamond &amp; Pearl Promos","Pokémon - Basic",Water,Promo
3255,"Mewtwo LV.X",NULL,0,0,0,0,28,"Diamond &amp; Pearl Promos","Pokémon - Level-Up",Psychic,Promo
3256,"Rhyperior LV.X",NULL,0,0,0,0,29,"Diamond &amp; Pearl Promos","Pokémon - Level-Up",Fighting,Promo
3257,"Regigigas LV.X",NULL,0,0,0,0,30,"Diamond &amp; Pearl Promos","Pokémon - Level-Up",Colorless,Promo
3258,"Heatran LV.X",NULL,0,0,0,0,31,"Diamond &amp; Pearl Promos","Pokémon - Level-Up",Fire,Promo
3259,Magnezone,NULL,0,0,0,0,32,"Diamond &amp; Pearl Promos","Pokémon - Stage 2",Metal,Promo
3260,Dusknoir,NULL,0,0,0,0,33,"Diamond &amp; Pearl Promos","Pokémon - Stage 2",Psychic,Promo
3261,Drifblim,NULL,0,0,0,0,34,"Diamond &amp; Pearl Promos","Pokémon - Stage 1",Psychic,Promo
3262,Porygon-Z,NULL,0,0,0,0,35,"Diamond &amp; Pearl Promos","Pokémon - Stage 2",Colorless,Promo
3263,Gliscor,NULL,0,0,0,0,36,"Diamond &amp; Pearl Promos","Pokémon - Stage 1",Fighting,Promo
3264,"Dialga LV.X",NULL,0,0,0,0,37,"Diamond &amp; Pearl Promos","Pokémon - Level-Up",Metal,Promo
3265,"Giratina LV.X",NULL,0,0,0,0,38,"Diamond &amp; Pearl Promos","Pokémon - Level-Up",Psychic,Promo
3266,"Shaymin LV.X",NULL,0,0,0,0,39,"Diamond &amp; Pearl Promos","Pokémon - Level-Up",Grass,Promo
3267,Regigigas,NULL,0,0,0,0,40,"Diamond &amp; Pearl Promos","Pokémon - Basic",Colorless,Promo
3268,"Toxicroak G",NULL,0,0,0,0,41,"Diamond &amp; Pearl Promos","Pokémon - Basic",Fighting,Promo
3269,"Carnivine G",NULL,0,0,0,0,42,"Diamond &amp; Pearl Promos","Pokémon - Basic",Grass,Promo
3270,"Probopass G",NULL,0,0,0,0,43,"Diamond &amp; Pearl Promos","Pokémon - Basic",Fighting,Promo
3271,Magnezone,NULL,0,0,0,0,44,"Diamond &amp; Pearl Promos","Pokémon - Stage 2",Lightning,Promo
3272,"Charizard G LV.X",NULL,0,0,0,0,45,"Diamond &amp; Pearl Promos","Pokémon - Level-Up",Fire,Promo
3273,"Garchomp C LV.X",NULL,0,0,0,0,46,"Diamond &amp; Pearl Promos","Pokémon - Level-Up",Colorless,Promo
3274,"Rayquaza C LV.X",NULL,0,0,0,0,47,"Diamond &amp; Pearl Promos","Pokémon - Level-Up",Colorless,Promo
3275,"Tropical Wind",NULL,0,0,0,0,48,"Diamond &amp; Pearl Promos",Trainer,n/a,Promo
3276,Dialga,NULL,0,0,0,0,49,"Diamond &amp; Pearl Promos","Pokémon - Basic",Metal,Promo
3277,Arceus,NULL,0,0,0,0,50,"Diamond &amp; Pearl Promos","Pokémon - Basic",Colorless,Promo
3278,Cresselia,NULL,0,0,0,0,51,"Diamond &amp; Pearl Promos","Pokémon - Basic",Psychic,Promo
3279,Darkrai,NULL,0,0,0,0,52,"Diamond &amp; Pearl Promos","Pokémon - Basic",Darkness,Promo
3280,"Arceus LV.X",NULL,0,0,0,0,53,"Diamond &amp; Pearl Promos","Pokémon - Level-Up",Colorless,Promo
3281,"Beginning Door",NULL,0,0,0,0,54,"Diamond &amp; Pearl Promos",Trainer,n/a,Promo
3282,"Ultimate Zone",NULL,0,0,0,0,55,"Diamond &amp; Pearl Promos","Trainer - Stadium",n/a,Promo
3283,Dialga,NULL,0,0,0,0,1,"Diamond &amp; Pearl","Pokémon - Basic",Metal,Rare
3284,Dusknoir,NULL,0,0,0,0,2,"Diamond &amp; Pearl","Pokémon - Stage 2",Psychic,Rare
3285,Electivire,NULL,0,0,0,0,3,"Diamond &amp; Pearl","Pokémon - Stage 1",Lightning,Rare
3286,Empoleon,NULL,0,0,0,0,4,"Diamond &amp; Pearl","Pokémon - Stage 2",Water,Rare
3287,Infernape,NULL,0,0,0,0,5,"Diamond &amp; Pearl","Pokémon - Stage 2",Fire,Rare
3288,Lucario,NULL,0,0,0,0,6,"Diamond &amp; Pearl","Pokémon - Stage 1",Fighting,Rare
3289,Luxray,NULL,0,0,0,0,7,"Diamond &amp; Pearl","Pokémon - Stage 2",Lightning,"Rare Holo"
3290,Magnezone,NULL,0,0,0,0,8,"Diamond &amp; Pearl","Pokémon - Stage 2",Metal,Rare
3291,Manaphy,NULL,0,0,0,0,9,"Diamond &amp; Pearl","Pokémon - Basic",Water,Rare
3292,Mismagius,NULL,0,0,0,0,10,"Diamond &amp; Pearl","Pokémon - Stage 1",Psychic,Rare
3293,Palkia,NULL,0,0,0,0,11,"Diamond &amp; Pearl","Pokémon - Basic",Water,Rare
3294,Rhyperior,NULL,0,0,0,0,12,"Diamond &amp; Pearl","Pokémon - Stage 2",Fighting,Rare
3295,Roserade,NULL,0,0,0,0,13,"Diamond &amp; Pearl","Pokémon - Stage 1",Grass,Rare
3296,Shiftry,NULL,0,0,0,0,14,"Diamond &amp; Pearl","Pokémon - Stage 2",Darkness,Rare
3297,Skuntank,NULL,0,0,0,0,15,"Diamond &amp; Pearl","Pokémon - Stage 1",Darkness,Rare
3298,Staraptor,NULL,0,0,0,0,16,"Diamond &amp; Pearl","Pokémon - Stage 2",Colorless,Rare
3299,Torterra,NULL,0,0,0,0,17,"Diamond &amp; Pearl","Pokémon - Stage 2",Grass,Rare
3300,Azumarill,NULL,0,0,0,0,18,"Diamond &amp; Pearl","Pokémon - Stage 1",Water,Rare
3301,Beautifly,NULL,0,0,0,0,19,"Diamond &amp; Pearl","Pokémon - Stage 2",Grass,Rare
3302,Bibarel,NULL,0,0,0,0,20,"Diamond &amp; Pearl","Pokémon - Stage 1",Colorless,Rare
3303,Carnivine,NULL,0,0,0,0,21,"Diamond &amp; Pearl","Pokémon - Basic",Grass,Rare
3304,Clefable,NULL,0,0,0,0,22,"Diamond &amp; Pearl","Pokémon - Stage 1",Colorless,Rare
3305,Drapion,NULL,0,0,0,0,23,"Diamond &amp; Pearl","Pokémon - Stage 1",Psychic,Rare
3306,Drifblim,NULL,0,0,0,0,24,"Diamond &amp; Pearl","Pokémon - Stage 1",Psychic,Rare
3307,Dustox,NULL,0,0,0,0,25,"Diamond &amp; Pearl","Pokémon - Stage 2",Grass,Rare
3308,Floatzel,NULL,0,0,0,0,26,"Diamond &amp; Pearl","Pokémon - Stage 1",Water,Rare
3309,Gengar,NULL,0,0,0,0,27,"Diamond &amp; Pearl","Pokémon - Stage 2",Psychic,Rare
3310,Heracross,NULL,0,0,0,0,28,"Diamond &amp; Pearl","Pokémon - Basic",Grass,Rare
3311,Hippowdon,NULL,0,0,0,0,29,"Diamond &amp; Pearl","Pokémon - Stage 1",Fighting,Rare
3312,Lopunny,NULL,0,0,0,0,30,"Diamond &amp; Pearl","Pokémon - Stage 1",Colorless,Rare
3313,Machamp,NULL,0,0,0,0,31,"Diamond &amp; Pearl","Pokémon - Stage 2",Fighting,Rare
3314,Medicham,NULL,0,0,0,0,32,"Diamond &amp; Pearl","Pokémon - Stage 1",Fighting,Rare
3315,Munchlax,NULL,0,0,0,0,33,"Diamond &amp; Pearl","Pokémon - Basic",Colorless,Rare
3316,Noctowl,NULL,0,0,0,0,34,"Diamond &amp; Pearl","Pokémon - Stage 1",Colorless,Rare
3317,Pachirisu,NULL,0,0,0,0,35,"Diamond &amp; Pearl","Pokémon - Basic",Lightning,Rare
3318,Purugly,NULL,0,0,0,0,36,"Diamond &amp; Pearl","Pokémon - Stage 1",Colorless,Rare
3319,Snorlax,NULL,0,0,0,0,37,"Diamond &amp; Pearl","Pokémon - Basic",Colorless,Rare
3320,Steelix,NULL,0,0,0,0,38,"Diamond &amp; Pearl","Pokémon - Stage 1",Metal,Rare
3321,Vespiquen,NULL,0,0,0,0,39,"Diamond &amp; Pearl","Pokémon - Stage 1",Grass,Rare
3322,Weavile,NULL,0,0,0,0,40,"Diamond &amp; Pearl","Pokémon - Stage 1",Darkness,Rare
3323,Wobbuffet,NULL,0,0,0,0,41,"Diamond &amp; Pearl","Pokémon - Basic",Psychic,Rare
3324,Wynaut,NULL,0,0,0,0,42,"Diamond &amp; Pearl","Pokémon - Basic",Psychic,Rare
3325,Budew,NULL,0,0,0,0,43,"Diamond &amp; Pearl","Pokémon - Basic",Grass,Uncommon
3326,Cascoon,NULL,0,0,0,0,44,"Diamond &amp; Pearl","Pokémon - Stage 1",Grass,Uncommon
3327,Cherrim,NULL,0,0,0,0,45,"Diamond &amp; Pearl","Pokémon - Stage 1",Grass,Uncommon
3328,Drifloon,NULL,0,0,0,0,46,"Diamond &amp; Pearl","Pokémon - Basic",Psychic,Uncommon
3329,Dusclops,NULL,0,0,0,0,47,"Diamond &amp; Pearl","Pokémon - Stage 1",Psychic,Uncommon
3330,Elekid,NULL,0,0,0,0,48,"Diamond &amp; Pearl","Pokémon - Basic",Lightning,Uncommon
3331,Grotle,NULL,0,0,0,0,49,"Diamond &amp; Pearl","Pokémon - Stage 1",Grass,Uncommon
3332,Haunter,NULL,0,0,0,0,50,"Diamond &amp; Pearl","Pokémon - Stage 1",Psychic,Uncommon
3333,Hippopotas,NULL,0,0,0,0,51,"Diamond &amp; Pearl","Pokémon - Basic",Fighting,Uncommon
3334,Luxio,NULL,0,0,0,0,52,"Diamond &amp; Pearl","Pokémon - Stage 1",Lightning,Uncommon
3335,Machoke,NULL,0,0,0,0,53,"Diamond &amp; Pearl","Pokémon - Stage 1",Fighting,Uncommon
3336,Magneton,NULL,0,0,0,0,54,"Diamond &amp; Pearl","Pokémon - Stage 1",Metal,Uncommon
3337,Mantyke,NULL,0,0,0,0,55,"Diamond &amp; Pearl","Pokémon - Basic",Water,Uncommon
3338,Monferno,NULL,0,0,0,0,56,"Diamond &amp; Pearl","Pokémon - Stage 1",Fire,Uncommon
3339,Nuzleaf,NULL,0,0,0,0,57,"Diamond &amp; Pearl","Pokémon - Stage 1",Darkness,Uncommon
3340,Prinplup,NULL,0,0,0,0,58,"Diamond &amp; Pearl","Pokémon - Stage 1",Water,Uncommon
3341,Rapidash,NULL,0,0,0,0,59,"Diamond &amp; Pearl","Pokémon - Stage 1",Fire,Uncommon
3342,Rhydon,NULL,0,0,0,0,60,"Diamond &amp; Pearl","Pokémon - Stage 1",Fighting,Uncommon
3343,Riolu,NULL,0,0,0,0,61,"Diamond &amp; Pearl","Pokémon - Basic",Fighting,Uncommon
3344,Seaking,NULL,0,0,0,0,62,"Diamond &amp; Pearl","Pokémon - Stage 1",Water,Uncommon
3345,Silcoon,NULL,0,0,0,0,63,"Diamond &amp; Pearl","Pokémon - Stage 1",Grass,Uncommon
3346,Staravia,NULL,0,0,0,0,64,"Diamond &amp; Pearl","Pokémon - Stage 1",Colorless,Uncommon
3347,"Unown A",NULL,0,0,0,0,65,"Diamond &amp; Pearl","Pokémon - Basic",Psychic,Uncommon
3348,"Unown B",NULL,0,0,0,0,66,"Diamond &amp; Pearl","Pokémon - Basic",Psychic,Uncommon
3349,"Unown C",NULL,0,0,0,0,67,"Diamond &amp; Pearl","Pokémon - Basic",Psychic,Uncommon
3350,"Unown D",NULL,0,0,0,0,68,"Diamond &amp; Pearl","Pokémon - Basic",Psychic,Uncommon
3351,Azurill,NULL,0,0,0,0,69,"Diamond &amp; Pearl","Pokémon - Basic",Colorless,Common
3352,Bidoof,NULL,0,0,0,0,70,"Diamond &amp; Pearl","Pokémon - Basic",Colorless,Common
3353,Bonsly,NULL,0,0,0,0,71,"Diamond &amp; Pearl","Pokémon - Basic",Fighting,Common
3354,Buizel,NULL,0,0,0,0,72,"Diamond &amp; Pearl","Pokémon - Basic",Water,Common
3355,Buneary,NULL,0,0,0,0,73,"Diamond &amp; Pearl","Pokémon - Basic",Colorless,Common
3356,Chatot,NULL,0,0,0,0,74,"Diamond &amp; Pearl","Pokémon - Basic",Colorless,Common
3357,Cherubi,NULL,0,0,0,0,75,"Diamond &amp; Pearl","Pokémon - Basic",Grass,Common
3358,Chimchar,NULL,0,0,0,0,76,"Diamond &amp; Pearl","Pokémon - Basic",Fire,Common
3359,Clefairy,NULL,0,0,0,0,77,"Diamond &amp; Pearl","Pokémon - Basic",Colorless,Common
3360,Cleffa,NULL,0,0,0,0,78,"Diamond &amp; Pearl","Pokémon - Basic",Colorless,Common
3361,Combee,NULL,0,0,0,0,79,"Diamond &amp; Pearl","Pokémon - Basic",Grass,Common
3362,Duskull,NULL,0,0,0,0,80,"Diamond &amp; Pearl","Pokémon - Basic",Psychic,Common
3363,Electabuzz,NULL,0,0,0,0,81,"Diamond &amp; Pearl","Pokémon - Basic",Lightning,Common
3364,Gastly,NULL,0,0,0,0,82,"Diamond &amp; Pearl","Pokémon - Basic",Psychic,Common
3365,Glameow,NULL,0,0,0,0,83,"Diamond &amp; Pearl","Pokémon - Basic",Colorless,Common
3366,Goldeen,NULL,0,0,0,0,84,"Diamond &amp; Pearl","Pokémon - Basic",Water,Common
3367,Hoothoot,NULL,0,0,0,0,85,"Diamond &amp; Pearl","Pokémon - Basic",Colorless,Common
3368,Machop,NULL,0,0,0,0,86,"Diamond &amp; Pearl","Pokémon - Basic",Fighting,Common
3369,Magnemite,NULL,0,0,0,0,87,"Diamond &amp; Pearl","Pokémon - Basic",Metal,Common
3370,Marill,NULL,0,0,0,0,88,"Diamond &amp; Pearl","Pokémon - Basic",Water,Common
3371,Meditite,NULL,0,0,0,0,89,"Diamond &amp; Pearl","Pokémon - Basic",Fighting,Common
3372,"Mime Jr.",NULL,0,0,0,0,90,"Diamond &amp; Pearl","Pokémon - Basic",Psychic,Common
3373,Misdreavus,NULL,0,0,0,0,91,"Diamond &amp; Pearl","Pokémon - Basic",Psychic,Common
3374,Onix,NULL,0,0,0,0,92,"Diamond &amp; Pearl","Pokémon - Basic",Fighting,Common
3375,Piplup,NULL,0,0,0,0,93,"Diamond &amp; Pearl","Pokémon - Basic",Water,Common
3376,Ponyta,NULL,0,0,0,0,94,"Diamond &amp; Pearl","Pokémon - Basic",Fire,Common
3377,Rhyhorn,NULL,0,0,0,0,95,"Diamond &amp; Pearl","Pokémon - Basic",Fighting,Common
3378,Roselia,NULL,0,0,0,0,96,"Diamond &amp; Pearl","Pokémon - Basic",Grass,Common
3379,Seedot,NULL,0,0,0,0,97,"Diamond &amp; Pearl","Pokémon - Basic",Grass,Common
3380,Shinx,NULL,0,0,0,0,98,"Diamond &amp; Pearl","Pokémon - Basic",Lightning,Common
3381,Skorupi,NULL,0,0,0,0,99,"Diamond &amp; Pearl","Pokémon - Basic",Psychic,Common
3382,Sneasel,NULL,0,0,0,0,100,"Diamond &amp; Pearl","Pokémon - Basic",Darkness,Common
3383,Starly,NULL,0,0,0,0,101,"Diamond &amp; Pearl","Pokémon - Basic",Colorless,Common
3384,Stunky,NULL,0,0,0,0,102,"Diamond &amp; Pearl","Pokémon - Basic",Darkness,Common
3385,Turtwig,NULL,0,0,0,0,103,"Diamond &amp; Pearl","Pokémon - Basic",Grass,Common
3386,Wurmple,NULL,0,0,0,0,104,"Diamond &amp; Pearl","Pokémon - Basic",Grass,Common
3387,"Double Full Heal",NULL,0,0,0,0,105,"Diamond &amp; Pearl",Trainer,n/a,Uncommon
3388,"Energy Restore",NULL,0,0,0,0,106,"Diamond &amp; Pearl",Trainer,n/a,Uncommon
3389,"Energy Switch",NULL,0,0,0,0,107,"Diamond &amp; Pearl",Trainer,n/a,Uncommon
3390,"Night Pokémon Center",NULL,0,0,0,0,108,"Diamond &amp; Pearl",Trainer,n/a,Uncommon
3391,PlusPower,NULL,0,0,0,0,109,"Diamond &amp; Pearl",Trainer,n/a,Uncommon
3392,"Poké Ball",NULL,0,0,0,0,110,"Diamond &amp; Pearl",Trainer,n/a,Uncommon
3393,"Pokédex Handy910is",NULL,0,0,0,0,111,"Diamond &amp; Pearl",Trainer,n/a,Uncommon
3394,"Professor Rowan",NULL,0,0,0,0,112,"Diamond &amp; Pearl","Trainer - Supporter",n/a,Uncommon
3395,Rival,NULL,0,0,0,0,113,"Diamond &amp; Pearl","Trainer - Supporter",n/a,Uncommon
3396,"Speed Stadium",NULL,0,0,0,0,114,"Diamond &amp; Pearl","Trainer - Stadium",n/a,Uncommon
3397,"Super Scoop Up",NULL,0,0,0,0,115,"Diamond &amp; Pearl",Trainer,n/a,Uncommon
3398,"Warp Point",NULL,0,0,0,0,116,"Diamond &amp; Pearl",Trainer,n/a,Uncommon
3399,"Energy Search",NULL,0,0,0,0,117,"Diamond &amp; Pearl",Trainer,n/a,Common
3400,Potion,NULL,0,0,0,0,118,"Diamond &amp; Pearl",Trainer,n/a,Common
3401,Switch,NULL,0,0,0,0,119,"Diamond &amp; Pearl",Trainer,n/a,Common
3402,"Empoleon LV.X",NULL,0,0,0,0,120,"Diamond &amp; Pearl","Pokémon - Level-Up",Water,"Rare Holo"
3403,"Infernape LV.X",NULL,0,0,0,0,121,"Diamond &amp; Pearl","Pokémon - Level-Up",Fire,"Rare Holo"
3404,"Torterra LV.X",NULL,0,0,0,0,122,"Diamond &amp; Pearl","Pokémon - Level-Up",Grass,"Rare Holo"
3405,"Grass Energy",NULL,0,0,0,0,123,"Diamond &amp; Pearl","Energy - Basic Energy",n/a,Common
3406,"Fire Energy",NULL,0,0,0,0,124,"Diamond &amp; Pearl","Energy - Basic Energy",n/a,Common
3407,"Water Energy",NULL,0,0,0,0,125,"Diamond &amp; Pearl","Energy - Basic Energy",n/a,Common
3408,"Lightning Energy",NULL,0,0,0,0,126,"Diamond &amp; Pearl","Energy - Basic Energy",n/a,Common
